texto_limpo,label
notícia falsa liga advogado lula insinua encontro toffoli,0.0
critérios bolsonaro definir nome próximo ministro stf,1.0
gibi turma mônica contra drogas pedido bolsonaro boato,0.0
trump volta atrás promessa vacina contra coronavírus fim ano,1.0
general ajax invadiu gabinete toffoli ameaçou stf evitou golpe contra bolsonaro boato,0.0
começa hoje vacinar pessoas anos comorbidade,1.0
operação apura desvios transporte escolar fundeb sus,1.0
mulher morta talibã afeganistão mostra vídeo boato,0.0
voto antecipado milhões norte americanos sugere alto comparecimento,1.0
cesar cielo acusou presidente lula ter ameaçado,0.0
fake imagens mostrem matança baleias noruega,0.0
stf dossiê sobre antifascistas difunde cultura medo diz fux,1.0
costuram máscaras dia periferia comprar comida,1.0
festival sxsw cancelado eua causa coronavírus,1.0
cidades interior podem propagar covid capitais aponta estudo,1.0
publicações falas atribuídas presidente lula chamado genocida enganosas,0.0
ministro finanças venezuela flagrado fazendo compras eua boato,0.0
covid paciente precisa abordagem precoce tratamento precoce diz luana araújo cpi,1.0
coronavírus paraguai deixa aulas presenciais suspensas dezembro,1.0
presidente nigéria iphones ourar casamentar filho,0.0
vídeo mostrar lagarto atônito atacar louva deus,0.0
arnaldo tenta replicar alemanha pressa outros estados,1.0
corte haia rede sindical acusa bolsonaro crimes contra humanidade,1.0
fake mistura caseira água sal zinco comprovadamente eficaz contra novo coronavírus,0.0
tuíte engana sugerir bolsonaro recusou oferta anterior pfizer conseguir vacinas,0.0
prefiro ter pobres mil mortos diz fernández,1.0
richard branson pede ajuda governo evitar colapso empresas,1.0
foto berlim milhões contra medidas covid festa,0.0
saldo mortos coronavírus itália sobe superando eua,1.0
vida agora bem restrita alguém casa tragédia diz candice bergen,1.0
governo trump acelera desenvolvimento vacina contra coronavírus,1.0
bolsonaro gera aglomeração tira selfies banhistas praia,1.0
folha precisamos frente ampla contra ódio resto,1.0
vídeo mostrar papar noel pendurar helicóptero desgovernar verdade,0.0
reeleição bolsonaro depende auxílio emergencial virar talkey brasil,1.0
verdade ventríloquo utilizar corpo umar criança comer boneco,0.0
rússia fez autópsia paciente covid descobriu golpe global veneno boato,0.0
foz iguaçu aposta turismo compras restabelecer economia,1.0
chapéu magnético realmente reverter perda memória paciente alzheimer,0.0
fake vídeo mostre governador piauí festa durante pandemia covid,0.0
azul queda tráfego passageiros mês abril,1.0
entrar ação stf parir impedir bolsonaro reduzir preço gás,0.0
itália maior número mortes covid meses,1.0
rede supermercado obrigou funcionários comemorarem golpe,0.0
enganoso post compara falas biden bolsonaro sobre dispensa uso máscara,0.0
cbf antecipa taxas ajudar quase árbitros durante pandemia,1.0
atmosfera ácida temperaturas altíssimas vênus podem futuro terra dizem astrônomos,1.0
mosaico mostrar profissional saudar morrer pelar covid brasil,0.0
inquérito investiga fraude processo votação,0.0
prazo adesão poupadores acordo planos econômicos prorrogado cinco anos,1.0
frear ressurgimento covid austrália volta impor restrições segunda maior cidade país,1.0
verdade canibal comer entregador pizza testemunhar jeová,0.0
enganoso ponte concreto obra governo bolsonaro,0.0
guilherme boulos diz partido corrupção durante entrevista boato,0.0
fake filho motorista marielle recebe pensão morte pai,0.0
japão indústria entretenimento adulto ajuda econômica covid,1.0
revogar lei segurança nacional câmara reafirma democracia,1.0
aras assistirá vídeo decidir encaminha inquérito fim depoimento bolsonaro,1.0
saúde abre vagas profissionais atuarem aldeias povo kayapó,1.0
delator investigada lava jato cita pagamentos wassef diz revista,1.0
meio desgaste mandetta bolsonaro convida osmar terra almoço,1.0
derrota trump leva bolsonaro perder amigo imaginário,1.0
fake doria firmou contrato farmacêutica chinesa desenvolver vacina contra coronavírus,0.0
saúde sabia risco falta oxigênio dias antes colapso manaus,1.0
fake foto mostre dinheiro jogado meio rua itália meio pandemia coronavírus,0.0
manuela ávila cria lei poliamor libera casamento pais filhos boato,0.0
moro envolvido pescoço falcatrua venda inquérito denuncia bolsonaro boato,0.0
brasil mortes causadas novo coronavírus aponta balanço ministério saúde,1.0
bolsonaro vai sancionar projeto libera estados municípios,1.0
falso lula vendido solo amazônia empresa norueguesa,0.0
martha rocha erra sobre apoio pdt eleição tribunal contas,0.0
ricardo barros ter flexibilidade construir base segura,1.0
fake assessor ganhador mega sena comprou carro luxo três dias antes sorteio,0.0
camilo santana governador ceará cria teatro covid assustar população boato,0.0
utis lotadas alta mortes explosão casos avanço covid deixa estados situação crítica,1.0
movimento bolsonaro manter general pazuello saúde preocupa militares,1.0
post engana afirmar preço gás caiu significativamente causa governadores,0.0
covas erro comparar educação qualquer outra atividade econômica,1.0
fake pfizer fez alerta vacina contra covid causa formação fetos,0.0
fake mensagem fala aviso privacidade whatsapp instala vírus celular,0.0
líder caminhoneiro sobre apelo bolsonaro contra greve convence,1.0
facebook prêmio loteria internacional responder mensagem boato,0.0
jovem morrer cair sumidouro umar represo,0.0
santa catarina leitos suporte ventilatório pulmonar autorizados,1.0
vespa assassina chegou eua criada laboratório china boato,0.0
desinformação cientista britânico funcionário pfizer sobre vacinas covid,0.0
governo estuda prorrogar antecipações relativas auxílio doença,1.0
prender respiração permite determinar alguém contaminado covid,0.0
fake governo japão vai banir fornos micro ondas país,0.0
começar tomar banho pés diminui chances ataques cardíacos dizem especialistas,0.0
líder centrão diz ter dúvida bolsonaro vai patriota,1.0
chanel fecha linhas crédito navegar crise,1.0
drauzio varella minimizou covid campanha mesário voluntário eleições,0.0
ministério saúde identificou casos novas variantes brasil,1.0
fake frederick wassef advogado adélio bispo,0.0
médico upa belém coloca covid causa morte vítima pneumonia boato,0.0
sargento manoel silva rodrigues preso cocaína espanha filiado psl boato,0.0
senegal cinco mortes coronavírus usa cloroquina todos pacientes boato,0.0
conselheiro petrobras critica bolsonaro ameaça interferência,1.0
saúde autoriza leitos uti covid sergipe,1.0
fake vacina contra covid provoca câncer mama,0.0
bill gates afirmou vacina contra covid vai alterar dna pessoas boato,0.0
fragmentação diminuiu capitais,1.0
manifestante segurar cartaz escrever sergio morar pra burro verdade,0.0
opinião quase anos bolsonaro divide país afrontar governadores,1.0
deputado psl quer álcool gel obrigatório comércio,1.0
mourão anuncia postos avançados atendimento amazônia contra covid,1.0
secretários fazenda voltam pedir dinheiro enfrentar coronavírus,1.0
sepultamentos cresceram cemitério vila formosa paulo março abril,0.0
fake vídeo mostre vítima tubarão mongaguá,0.0
fake empresa smartmatic forneça urnas eletrônicas softwares brasil,0.0
deltan diz ausência sobrenomes ação lava jato irrelevante analisou legalidade doações alcolumbre maia,1.0
ibiza alpes estação esqui áustria espalhou coronavírus europa,1.0
doria antecipa natal réveillon semana vem causa coronavírus boato,0.0
centro contingência defende intervalo maior dose vacina contra covid,1.0
irã coreia sul ilhas canárias sul itália novo coronavírus espalha causa novas mortes quarentena hotel suspensão voos,1.0
comercial mostrar jovem rodrigar farar estudante nazista,0.0
bailarina anos dança neto forma incrível mostra vídeo boato,0.0
setembro luas domingos segundas ocorre cada anos boato,0.0
lula bolsonaro combate corrupção pode tema órfão,1.0
faz candidatura celso russomanno derreter terceira vez,1.0
covid negativo teste farmácia passaporte ceia natal,1.0
eua devem saber sobre brasil brasileiros,1.0
coronavírus triagem navios aviões feita caso suspeito informa anvisa,1.0
pazuello diz erro servidor motivou versão soube antes falta oxigênio,1.0
repórter atacou bolsonaro falar vamos visitar filha cadeia mostra vídeo boato,0.0
oms muda discurso admite isolamento aumenta contaminação covid boato,0.0
médicos dão vacina contra coronavírus motoristas presos nevasca,1.0
mec diz ter dinheiro pagar enem bolsas mil pesquisadores,1.0
últimas notícias coronavírus maio,1.0
bivar acionista seguradora dpvat controla empresa líder,0.0
fake plataforma lattes extinta governo federal,0.0
mensagens spoofing procuradores falam colocar stf contra parede,1.0
sacar fgts perderá direito saldo caso demissão,0.0
primeiros fila leia relatos vai inaugurar vacinação covid reino unido,1.0
fake resultado teste covid saia rápido mortos pacientes vivos,0.0
vacina contra covid vai modificar dna pessoas transformar seres geneticamente modificados boato,0.0
inventário dona marisa mostra ganhou milhões nada boato,0.0
coronavírus especialista demonstra desenhos eficácia vacinas,1.0
esquerda abrindo buracos estradas nordeste conseguir verbas boato,0.0
evo morales determina lei acaba acesso internet bolívia boato,0.0
montagem outdoor faculdade direito ironiza ministros stf,0.0
usp comprovar pessoa confinamento vulnerável covid,0.0
seychelles inaugura campanha vacinação contra covid áfrica,1.0
bolsonaro ignora brigas diz ter melhores ministros história brasil,1.0
fecomerciosp pede liberação total recursos fgts trabalhadores,1.0
uol folha sabatinam erundina amanhã vice covas quis participar,1.0
fake atual presidente une cursando ciências sociais anos,0.0
registro bolsonaro chamado apoiadores bostas durante reunião ministerial,0.0
coronavírus pode infectar mesma pessoa duas vezes pergunta intriga cientistas,1.0
eduardo paes provoca wilson witzel afastado cargo avisei,1.0
rio monitora pessoas contactaram paciente variante indiana,1.0
coronavírus ameaça abastecimento global antibióticos diz grupo empresarial europeu,1.0
imagem idosa limpando elevador shopping alvo críticas pará,1.0
fake corpo caçamba lixo mostrado vídeo homem fotografou maradona caixão,0.0
fake cronograma mostra datas vacinação contra covid todas faixas etárias,0.0
bolsonaro diz paciente câncer custa caro entrevista folha boato,0.0
cerca mil variantes coronavírus circulam mundo afirma ministro britânico,1.0
coronavírus mil casos confirmados brasil milhões mundo boato,0.0
enfermeira pede namorada casamento após meses quarentena veja,1.0
cocar damares anuncia entrega alimentos aldeias indígenas assista,1.0
celso mello aguarda resultado teste coronavírus paulo,1.0
bélgica mortes coronavírus casos passam mil,1.0
lei abuso autoridade fim lava jato votada quarta vem boato,0.0
uol confere manifestação câmara usada mensagem falsa,0.0
clubhouse saiba sobre rede social conversas áudio,1.0
prefeitura cuiabá vai investigar fake news atrapalhou vacinação,1.0
governos pernambuco rio grande norte colocam areia caixa álcool gel boato,0.0
cremesp publica protocolo tratamento covid hidroxicloroquina boato,0.0
felipe neto stf querem implementar age fluid idade fluída justificar pedofilia boato,0.0
restrição tráfego coronavírus atinge estados brasileiros,1.0
médica fiocruz prega revolta vacina contrário,1.0
saúde autoriza leitos uti covid paraíba,1.0
menino autista perdido shopping riomar procura família boato,0.0
nova lei eleitoral valerá bolsonaro vetar fim prazo,0.0
doria volta culpar governo bolsonaro atraso chegada insumos,1.0
ano quente onu diz mundo caminha suicídio,1.0
trump falha teste presidente pensa reeleição diz biden,1.0
estudo pode acelerar vacina descobrir coronavírus invade células,1.0
exclusão biometria eleições municipais deu evitar aglomerações,0.0
post tira contexto frase damares sobre abuso infantil,0.0
associação médica americana passou recomendar hidroxicloroquina contra covid,0.0
número enterros cresce diz,1.0
bolsonaro humilha outra vez exército comandante vai quê,1.0
hacker presar pelar dirigir land rover nome manuela ávila,0.0
casos coronavírus sobem estados eua flórida reporta mil novos casos,1.0
precisei invadir sala médica diz doente atendimento pandemia,1.0
deputados apontam irregularidades compras ligadas mec,1.0
álcool gel mata coronavírus outras bactérias mata vinagre boato,0.0
imagem feto fazendo sinal coração falsa feita propaganda,0.0
biden escolheu transexual charlotte clymer ministra educação boato,0.0
fake desenho simpsons previu surto coronavírus,0.0
covid site saúde dados repasses estados municípios,1.0
argentina faliu quebrou todas empresas implantou comunismo apoio china boato,0.0
robert ray redfield chefe clínica universidade maryland cdc escreve dicas sobre covid boato,0.0
unimed vagas disponíveis pessoas experiência site whatsapp boato,0.0
bolsonaro impõe cabresto olavistas governo quer grupo,1.0
falso testes manipulados pandemia covid farsa,0.0
stf quarto voto suspensão operações favelas pandemia,1.0
aprovação bolsonaro pandemia passa apoio empreendedor popular,1.0
javali gigante caçado lages santa catarina boato,0.0
china vai invadir brasil bolsonaro tenta agir rápido boato,0.0
fachin nega prisão domiciliar geddel coronavírus,1.0
vídeo bolsonaro convocando manifestações março boato,0.0
fake novo ministro educação fez posts twitter ofensas miriam leitão bruno gagliasso ministros stf,0.0
grupo faz protesto contra doria bloqueia ruas jardins,1.0
covas principal alvo debate titubeia falar doria,1.0
papa francisco condenado tráfico crianças estupro assassinato boato,0.0
covid ritmo aumento casos coloca brasil patamar preocupante,1.0
psd expulsa candidato sergipe flagrado mil cueca,1.0
fake argentina venezuela cuba adotaram auxílio população pobre durante pandemia covid,0.0
câmara aprova autoriza poupança digital receber benefícios sociais previdência,1.0
fake pessoas morreram singapura após testes vacina chinesa contra coronavírus,0.0
números pandemia rio comprovam péssimo trabalho governantes,1.0
publicações enganam associar bolsonaro aprovação verba filme sobre eleição,0.0
coronavírus põe todas tvs alerta pode adiar volta silvio,1.0
fake vídeo mostre ação polícia contra passageiros máscara metrô paris,0.0
governador vai banco réus receber propina mil,1.0
diretor presidente anvisa diz população corre risco grave tomar vacinas boato,0.0
maçonaria acaba declarar apoio cpi stf judiciário mostra vídeo boato,0.0
varun pulyani avisa whatsapp vendido pago mudará logo boato,0.0
american airlines lota aviões recebe críticas,1.0
vídeo mostrar gigantesco bloco gelar desprender umar geleira islândia,0.0
pacientes resgatados incêndio sedados diz chefe socorro,1.0
oposição orçamento secreto governo bolsonaro,1.0
cuba fabricou vacina contra novo coronavírus boato,0.0
fake ponte ferroviária nordeste concluída meses durante governo bolsonaro,0.0
ministério saúde fortalece vigilância genômica combater mutações vírus causador covid,1.0
desenhar animar simpsons prever invasão capitólio eua,0.0
paulo confirma casos novo coronavírus total sobe estado,1.0
marco aurélio nega anular buscas câmara ordenadas instância,1.0
frente tabela lula comemora datafolha rechaça salto alto,1.0
vídeo mostrar umar criança chinês tomar umar sopa girino vivo,0.0
máscara isolamento bolsonaro recebe amigos churrasco,1.0
luciano huck comprou jatinho milhões abocanhados mec,0.0
aparelhar detox parir eliminar impureza substância tóxico corpo,0.0
tiktok anuncia ação judicial contra decreto trump,1.0
contratos empresa presidente oab estatais regulares,0.0
congresso senado censuraram vídeo tarobá sobre políticos brasil boato,0.0
médicos protestavam contra golpe covid defendiam hospitais públicos frança,0.0
brasil ignorou oferta vacinas pfizer prol oferta melhor,0.0
anvisa cobra mudança comportamento diz vacina garante vitória,1.0
michigan mil votos falsos biden urnas votos trump lixo boato,0.0
vídeo mostrar bolsonaro expulsar jogar flamengo athletico verdade,0.0
petrobras analistas cortarem recomendação ações após bolsonaro indicar ceo,1.0
cura definitiva câncer encontrada estará disponível início boato,0.0
fake governo pode obrigar pessoas vacinar contra covid,0.0
morre covid prefeito perolândia jhonatta anos,1.0
imagem ato contra michel temer circula atribuída manifestação contra bolsonaro,0.0
médica cita estudos inconclusivos sugerir conspiração contra cloroquina,0.0
operações policiais podem extrapolar lei diz presidente senado,1.0
vídeo engana comparar dois trechos diferentes transamazônica elogiar governo bolsonaro,0.0
derrotado levy fidelix pede tse cancele resultado eleições,1.0
primeiro boletim aponta repatriados sintomas coronavírus diz ministério defesa,1.0
david uip rebate bolsonaro respeite,1.0
itália casos atinge marca milhão totalmente imunizados,1.0
companhias aéreas desaconselham pessoas vacinadas voarem,0.0
brasil país doses percentual vacinados,1.0
governo libera saque fundo previdenciário após reforma previdência boato,0.0
bauducco abre vagas temporada final ano site whatsapp boato,0.0
caso backer justiça amplia bloqueio bens fim semana cervejaria cobrir tratamentos,1.0
cantor luan santana chorou suposto fim lei rouanet,0.0
possível sim auditar realizar recontagem votos contrário afirma vídeo,0.0
ministério aguarda pedido juiz tentar extradição suspeito atacar porta fundos,1.0
reforma administrativa governo propõe fim estabilidade parte novos servidores,1.0
governo muda cronograma prevê chegada mil doses sputnik ainda março,1.0
cabrini descobre fraude compra kits covid macapá discute prefeita boato,0.0
bolsonaro escolhido idiota ano revista time boato,0.0
brasil atinge milhões vacinados contra covid população,1.0
vídeo mostrar efeito furacão laura sobrar umar plataforma petróleo,0.0
china sob pressão oms voltou citar tese fuga covid laboratório,1.0
cnn brasil principal objetivo derrubar bolsonaro eleger dória boato,0.0
portuguesa acerta denunciar falsas mortes covid brasil estados receberem verba federal boato,0.0
vídeo mostra governo china assassinando mulheres homens bem fuzilamento boato,0.0
mandetta homem bom conversa diz senador ciro nogueira,1.0
estado paulo leitos suporte ventilatório pulmonar autorizados,1.0
meio pandemia dona casa surpreende coletores lixo jantar,1.0
após apoio bruno covas marta rompe solidariedade oficializa saída,1.0
montagem manchete relaciona bolsonaro acidente jet ski,0.0
coronavírus polônia eleições presidenciais inéditas correio,1.0
partículas coronavírus podem infectar pessoas dizem cientistas,1.0
senado aprova destinação ações estados municípios contra coronavírus,1.0
bolsonaro estampa capa revista time personalidade ano boato,0.0
netflix liberar acesso filme plataforma causar coronavírus,0.0
frança novas mortes coronavírus hospitalizados cai,1.0
ministério assina contrato milhões doses sputnik vacina russa contra covid,1.0
fecha parceria universidade pública reforçar exames covid,1.0
amazônia virou área militar após publicação decreto bolsonaro boato,0.0
mídia informou sobre morte fotógrafo baleado traficantes comunidade niterói,0.0
felipe santa cruz presidente oab mentiu sobre morte pai receber mil bolsa ditadura boato,0.0
boca juniors time judaísmo joga sábados homenageou jacob boato,0.0
patrimônio médio candidatos brancos vezes maior pretos,1.0
servidor voltar exterior fará trabalho remoto dias,1.0
bolsonaro michelle visitam orfanato dia natal mostra vídeo boato,0.0
coisa confunda derrota bolsonaro vitória progressista,1.0
nunca sopa morcego diz brasileiro wuhan foco novo coronavírus,1.0
roberto kalil diz sírio libanês lotado vacina oferece imunidade contra covid boato,0.0
vídeo menina brincando fósforo relação fogo mercado atacadista,0.0
foto mostrar beber ornitorrinco verdade,0.0
processo antigo stf anos pode custar governo,1.0
pfizer admite documento vacinados espalharão doenças vacinados boato,0.0
enganoso imunogenicidade coronavac ofereça risco anvisa pediu dados complementares questionou segurança,0.0
kalil descumpre promessas cobertura vacinal saúde cuidadores,0.0
decreto acaba radares lombadas eletrônicas pardais brasil boato,0.0
amanhã começa nova regra instagram podem usar fotos boato,0.0
estudos descobrem nova via entrada coronavírus corpo,1.0
porchat sobre coronavírus amigos atletas cachaceiros,1.0
dilma gastar milhão viagem bolsonaro gastar milhão,0.0
eurodeputados pedem justiça bolsonaro criminoso risco humanidade,1.0
após queda cirurgias eletivas médicos esperam explosão demanda,1.0
foro paulo organização terrorista perigosa mundo diz cia boato,0.0
pacientes relatam banho frio banheiro sujo hospital campanha,1.0
cacau show presentes dia mães site whatsapp boato,0.0
psol pcdob transformaram praia vermelha urca praia nudismo boato,0.0
enganoso lei paulo gustavo tenta liberar bilhões lei rouanet,0.0
eua suspendem emissão vistos maioria países,1.0
angélica disse família luciano huck tomará vacina contra covid,0.0
sacar bloquear fgts trabalhador casar demissão,0.0
dias toffoli recebeu milhões globo arquivar processos,0.0
galvão bueno celebra vacinação paulo esperança,1.0
fake nóis analisar notícia envolver cachorro,0.0
coreia sul menor número casos coronavírus três semanas,1.0
rondônia vacinou mil crianças contra paralisia infantil,1.0
evidências morte ator indiano associada vacina,0.0
tse determinar contrair covid votar,0.0
moro manda fechar fronteiras países fecharam fronteira brasil,1.0
rio conseguir atendimento semana homem morre leptospirose,1.0
ceará adota drive thru testes massa covid,1.0
sobreviver pandemia pequenos produtores vão consumidor final,1.0
vídeo prefeitos narram colapso pedem ajuda internacional contra covid,1.0
resultado fim quarentena europa chegará duas semanas advertem autoridades,1.0
eua preparam tempestade inverno meio cortes energia,1.0
foto mostrar público rock rir deixar tonelada lixar verdade,0.0
testamento marisa letícia mostra deixou milhões lula boato,0.0
vacina contra novo coronavírus meta pesquisa executada cientistas usp incor,1.0
ceo pfizer disse vai tomar vacina contra covid boato,0.0
agente funerária conta rotina covid medo vivos,1.0
postagem associa doria lulinha compra coronavac falsa,0.0
bolsonaro cria almoço bandejão palácio planalto acaba chef francês boato,0.0
desconheço gabinete paralelo veja frases nise yamaguchi cpi,1.0
mulher atirando vídeo greta thunberg engenheira sueca,0.0
teste precedentes sociedade humana,1.0
hospital santa casa cuiabá distribui cápsulas ivermectina vazias boato,0.0
médico anos morre covid após ficar internado lutou fim,1.0
aguenta quarentena dicas cansar casa,1.0
victoria secret cirque soleil decretaram falência causa pandemia covid boato,0.0
atirador escola suzano flagrado camisa bolsonaro boato,0.0
show virada globo cancelado falta público boato,0.0
sesc vagas emprego compartilhar link whatsapp boato,0.0
enganosa postagem questiona ética testes humanos vacinas covid,0.0
jair bolsonaro país beirar abismar demo passar frente,0.0
fake polícia prendeu homem negro ato após morte george floyd descobriu agente fbi,0.0
haddad perde eleição síndico culpa grupos whatsapp prédio boato,0.0
cultura justiça anula nomeação dentista amiga mario frias,1.0
contas facebook sendo hackeadas quase todas boato,0.0
imagem repórter traje proteção contra coronavírus tirada contexto atacar mídia,0.0
fake diretor oms fez alerta coletiva sobre máscaras importadas china índia infectadas novo coronavírus,0.0
família presa vender linguiça cachorro rio janeiro mandirituba goiânia outras cidades brasil boato,0.0
projeto comprova entra terceira fase veículos comunicação,0.0
bolsonaro diz amazônia papa tuitou ontem,1.0
gilberto gil morreu insuficiência renal paulo boato,0.0
após intervenção bolsonaro uso dados celulares monitorar isolamento suspenso,1.0
whatsapp vai cobrar centavos mensagem partir amanhã boato,0.0
lula possuir milhão euro depositar vaticano,0.0
país terceira onda covid,1.0
prejuízo natura cresce vezes trimestre atinge milhões,1.0
mpsc propõe mudança código penal cita caso mariana ferrer,1.0
lula votado mundo putin superou fake news usa dado,0.0
vídeo mostra seringa agulha retrátil farsa vacinação contra covid,0.0
vírus machupo sobreviveria comprimido pois ambiente propício,0.0
dumb dumber evidenciam gravação arranjo desastrado,1.0
vivemos país novo anormal maioria parece satisfeita,1.0
estilo sociável ajuda explicar espanha países atingidos,1.0
brasil registra recorde quase mil novos casos covid dia mortos chegam mil,1.0
record vai derrubar máscara globo matéria sobre bolsonaro hoje boato,0.0
fake doença beijo cura provocada bactéria come carne humana,0.0
pacientes internados coronavírus têm carência vitamina diz médico,1.0
frase sobrar mudança opinião pertencer matemático blaise pascal,0.0
vídeo tirado contexto dizer brigadistas estariam causando incêndio pantanal,0.0
dsei yanomami equipes saúde indígena reforçam atendimento aldeias,1.0
paulo ocupação uti enfermarias diz bruno covas,1.0
mortes naturais sobem vezes negros brancos pandemia,1.0
igrejas queimadas querem matar missionários cristãos índia boato,0.0
após avisar influiria eleição bolsonaro diz fiquei torcida,1.0
cannes lança mercado filmes online apoio profissionais cinema,1.0
covid quer isolamento perto durante feriado diz secretário,1.0
fotos mostram pedras preciosas amazônia ongs internacionais querem boato,0.0
conheça método checagem política correções uol confere,0.0
medidas proteção contra covid ainda deverão mantidas após recebimento doses vacina,0.0
farmácias registram recorde casos covid,1.0
suprapartidário apoio kassio junta tom jerry,1.0
consegui ter acesso qualquer senha link whatsapp boato,0.0
estado rio quer desmobilizar hospitais campanha semana,1.0
papa bento xvi exilado alemanha após expulso vaticano boato,0.0
covid persistente manifesta sintomas síndromes diferentes,1.0
bloco carnaval bradesco bangu filmado boato,0.0
rap bill alerta sobre riscos coronavírus favelas brasileiras,1.0
uol confere boato inventa lula sendo expulso restaurante,0.0
comemoração filmada hospital messejana ainda atende casos covid,0.0
câmara questiona decisões senado pede stf determine nova votação mps,1.0
fase letal covid bolsonaro repetia desinformação lives,0.0
flórida divulga regras reabertura gradual disney,1.0
passageiro petista gritou lula livre tentou derrubar avião recife boato,0.0
brasil meses apresentar resultados redução desmatamento,1.0
stf violará carta permitir afastamento governador ainda réu,1.0
site tira contexto mails anthony fauci sobre máscaras origem coronavírus,0.0
irmão evo morales flagrado fugindo avião miami boato,0.0
proposta boulos pacaembu geraria ônus mínimo milhões,1.0
defesa civil alerta segunda onda ciclone forte primeira boato,0.0
pgr apura damares tentou impedir aborto menina anos,1.0
fake vídeo mostre suposto efeito energético sobre objetos alimentos,0.0
terraço torre eiffel reabre festas pós pandemia,1.0
antipetismo versus experiência administrativa,1.0
paralisação rodovias federais início setembro duração indeterminada boato,0.0
oms alerta falta novos antibióticos,1.0
campinas ultrapassa mil casos coronavírus pode reabrir comércio,1.0
rodrigo maia busca candidato presidente república,1.0
centro contingência esperava rigidez atualização plano,1.0
alexandre garcia escreve texto criticando luiz henrique mandetta ministro saúde boato,0.0
homens predominam órgãos todo mundo tomam decisões sobre covid mostra pesquisa,1.0
china registra novos casos coronavírus pequim,1.0
bolsonaro questiona mourão reunião maior opositor socialista,1.0
injuriar presidente brasil crime dificilmente leva prisão,0.0
kaká pode influenciado vírus economia,1.0
infecção rodrigo faro prova ineficácia vacina contra covid,0.0
lula obtém maior vitória contra lava jato perdem moro fachin bolsonaro,1.0
bento gonçalves produtores colocam fogo tonéis congelar uvas boato,0.0
cocaína mata coronavírus,1.0
multidão irã põe fogo hospital atende pacientes coronavírus,1.0
epidemias século menos mortais século,1.0
bolsonaro põe país risco atacar vacina obrigatória animar fãs,1.0
paes vai dividir rio áreas risco fala iniciar vacinação dia,1.0
moro diz caso chico rodrigues comprova corrupção acabou,1.0
doria quer eleição direta prévias tucanas,1.0
agência comunicações eua decide classificar huawei zte ameaças segurança nacional,1.0
contrário sociedade interesse golpe estado,1.0
hospital campanha manaus recebe primeiros pacientes coronavírus,1.0
principal insumo produção vacina universidade oxford vem china,1.0
queda internações sinal inequívoco regressão covid diz doria,1.0
descobriram brazão brasão mandante morte marielle psol ficou calado boato,0.0
dólar despencou bolsa disparou nesta semana meio covid,1.0
prejuízo vacinas diz gabbardo sobre variante coronavírus,1.0
extra brindes grátis whatsapp causa aniversário boato,0.0
verdade pintor italiano quadrar prever comer seriar vidar,0.0
convidado final libertadores bolsonaro precisa testar covid,1.0
covas boulos pensam sobre pandemia racismo alianças sabatina uol folha,1.0
covid novo teste anticorpos pode ajudar combate pandemia,1.0
imigrantes islâmicos destroem árvore natal alemanha boato,0.0
azitromicina ivermectina nitazoxanida automedicação recomendada,1.0
pressão leitos aumenta ocupação chega nove capitais,1.0
índia processa china tribunal internacional pede trilhões indenização boato,0.0
brasil maior número novos casos mortes mundo semana,1.0
pacientes morrem após transplantes rim pulmão infectados coronavírus relatam estudos caso,1.0
província hubei confirma mortes causa coronavírus casos confirmados china passam mil,1.0
fake mensagem whatsapp promete vagas cnh social,0.0
vacina contra covid vendida camelôs madureira rio boato,0.0
galvão bueno morreu hoje anos acidente gravíssimo boato,0.0
covid após pior semana brasil mil mortos quase infectados,1.0
vasco inadimplência programa sócio torcedor boato,0.0
vídeo mostra acidente helicóptero matou kobe bryant eua boato,0.0
após quase meses arroz prometido brasil líbano enviado,1.0
frança registra mortes coronavírus total chega,1.0
militares querem pazuello passe reserva exército deixar cargo,1.0
covid pode beneficiar vacina contrário afirmado bolsonaro,0.0
san diego comic con cancela edição causa coronavírus,1.0
cem pessoas famosos anônimos contam farão primeiro dia após fim quaretena,1.0
coronavírus celular álcool gel informação necessidades periferia,1.0
alta procura preço dispara cloroquina some farmácias,1.0
preso hoje contratos governo federal diz dallagnol,1.0
fazer casamento virar apenas amizade,1.0
câmara inicia debate público sobre projeto fake news próxima semana,1.0
venezuela endurece confinamento caracas,1.0
coronavírus nunca pensei passar momento tão difícil diz bebeto,1.0
comício lula arcos lapa rio ninguém mostra vídeo boato,0.0
bolsonaro vai cobrar imposto renda ganha salário mínimo boato,0.0
montagem falsifica imagem coloca fuzil lado presidente dilma,0.0
item obrigatório modelos máscaras multiplicam veja opções,1.0
espécie dominante terra seres humanos extintos,1.0
expectativa vacina deve realista diz neurocientista miguel nicolelis,1.0
falta coordenação municipal ampliou covid diz universidade,1.0
padre marcelo rossi grava áudio sobre situação brasil bolsonaro comunismo boato,0.0
ibama vagas emprego contrata experiência site whatsapp boato,0.0
bolsonaro solidariza ingleses incêndio catedral notre dame boato,0.0
governo bolsonaro compra lote vacina vai servir apenas tirar foto,1.0
uso correto máscaras reduz chances contaminação coronavírus torna sangue ácido,0.0
vacinação contra gripe idosos ordem alfabética todo brasil boato,0.0
isolado bangcoc tailândia brasileiro relata situação cidade,1.0
justiça destina milhões fiocruz,1.0
conhecer verdade sobrar ayuwoki michael jackson deep web,0.0
delivery tornou insustentável consciência social bateu diz chef,1.0
